item_id,order_id,product_id,quantity,unit_price,discount_percent
418,631,425,5,2492,74
419,276,129,5,4712,21
420,763,239,1,3266,43
421,941,133,5,1732,54
422,284,248,5,2612,71
423,937,181,2,4132,29
424,930,288,4,1601,9
425,862,82,4,1765,50
426,376,241,3,3713,63
427,706,196,5,3008,3
428,352,488,1,4922,46
429,873,207,2,4369,0
430,750,325,4,2885,82
431,877,473,2,2334,71
432,970,205,1,942,23
433,959,44,4,4222,37
434,605,119,5,887,45
435,440,84,4,1516,1
436,156,240,1,1187,47
437,118,265,1,3737,42
438,976,496,1,2924,80
439,175,222,3,2061,93
440,468,42,3,4717,78
441,79,91,5,3759,31
442,976,193,3,255,60
443,624,29,4,2151,80
444,608,412,5,3388,69
445,474,267,2,3335,54
446,769,13,2,1481,87
447,953,15,5,1339,71
448,848,95,1,942,100
449,384,438,3,1839,54
450,546,52,3,3708,4
451,184,121,1,1535,46
452,387,24,4,4020,18
453,278,427,2,3349,50
454,258,311,1,1960,10
455,973,277,5,4175,75
456,682,338,1,1749,67
457,712,86,5,2199,9
458,470,474,4,3659,90
459,374,244,2,2321,33
460,105,444,1,3846,75
461,545,464,2,1858,0
462,908,95,1,174,50
463,729,70,5,4004,10
464,433,312,4,2656,9
465,580,215,3,3289,52
466,481,145,2,1123,37
467,956,87,2,4266,15
468,861,256,3,734,49
469,508,380,3,2183,62
470,340,147,3,465,20
471,973,390,5,2214,55
472,367,483,3,4461,81
473,916,135,5,2633,83
474,116,405,4,2480,17
475,25,381,3,4271,63
476,688,272,4,1235,78
477,700,455,-3,4092,93
478,269,374,2,2009,54
479,568,432,1,934,69
480,53,280,4,2001,91
481,178,77,5,774,4
482,126,262,3,2778,0
483,779,415,1,339,76
484,798,340,4,4921,26
485,544,196,4,1986,83
486,790,157,2,226,8
487,953,168,5,809,65
488,680,215,1,4873,88
489,978,299,1,2796,66
490,744,148,1,1233,41
491,667,385,3,659,19
492,797,441,3,1496,63
493,652,10,-2,2236,90
494,30,253,4,2545,96
495,421,411,4,2766,70
496,668,416,-1,1363,37
497,853,269,4,4798,22
498,395,309,5,548,97
499,668,91,5,3528,33
500,90,164,4,3861,28
501,495,458,4,1616,61
502,861,29,5,3418,93
503,928,436,2,4930,26
504,731,76,4,4469,93
505,863,144,4,221,30
506,991,18,3,573,8
507,43,368,5,4739,79
508,369,359,1,428,93
509,162,63,5,3865,49
510,625,42,5,1654,92
511,996,341,4,3473,89
512,191,334,1,3486,57
513,29,464,5,2121,94
514,336,2,3,3425,66
515,106,336,4,1033,50
516,623,472,4,465,34
517,824,297,4,209,29
518,193,221,2,4628,14
519,737,406,5,3425,1
520,967,125,5,555,48
521,157,57,3,3953,90
522,698,316,2,703,2
523,145,438,4,1704,59
524,596,342,4,4047,13
525,537,9,5,1657,74
526,743,310,4,1841,65
527,407,209,4,4631,27
528,581,160,2,3046,53
529,314,463,3,2584,14
530,615,423,3,4689,14
531,81,446,3,3103,63
532,462,331,1,1393,27
533,650,9,5,3672,120
534,367,95,4,1642,34
535,794,310,5,747,89
536,97,448,4,2728,61
537,162,140,2,4455,21
538,512,5,5,1779,17
539,697,447,1,1288,10
540,926,452,4,3842,83
541,290,452,1,4860,24
542,854,112,1,4516,52
543,809,130,5,2458,120
544,920,8,5,570,26
545,916,227,4,4040,94
546,614,241,2,3383,13
547,499,347,5,4065,10
548,671,279,3,3711,12
549,479,14,4,385,82
550,988,253,4,1570,5
551,596,136,5,2519,93
552,932,170,1,2580,19
553,95,191,3,3556,3
554,6,354,5,1735,70
555,57,464,1,1588,65
556,708,244,3,418,37
557,676,466,4,3423,85
558,988,386,2,3127,19
559,270,468,2,3390,53
560,274,136,5,4341,100
561,571,161,4,678,38
562,184,333,5,1596,89
563,358,360,1,4418,66
564,907,483,1,4326,84
565,85,103,4,3780,5
566,693,464,3,1797,64
567,765,71,-4,1621,47
568,980,212,4,4233,10
569,595,10,2,2534,7
570,483,11,4,2625,73
571,884,104,2,3655,15
572,618,227,1,4642,76
573,550,354,1,1679,39
574,685,173,5,4037,3
575,234,306,4,4904,15
576,404,254,5,473,50
577,512,119,3,742,17
578,266,304,3,3340,52
579,702,308,2,4083,60
580,445,139,4,850,77
581,888,482,3,1618,77
582,942,224,3,2896,86
583,664,36,1,2411,100
584,248,212,2,3243,20
585,331,440,1,4633,36
586,34,137,3,2851,63
587,556,50,1,4437,80
588,935,477,5,3318,56
589,280,301,4,1873,77
590,357,319,1,310,6
591,75,350,5,3863,36
592,204,449,1,3413,59
593,624,23,-4,1652,80
594,635,184,1,4384,9
595,62,385,4,228,17
596,645,242,-3,4785,29
597,710,168,3,4171,54
598,540,461,5,1099,5
599,952,325,1,2518,37
600,462,10,2,967,11
601,330,162,4,4344,72
602,236,137,3,666,16
603,959,169,5,1240,39
604,699,136,3,967,81
605,589,416,4,3545,12
606,734,472,5,1975,49
607,714,22,3,2915,90
608,633,47,-4,2308,11
609,385,245,1,272,2
610,340,254,1,2475,20
611,5789,128,1,3169,70
612,768,226,1,705,18
613,737,196,4,1242,94
614,928,393,3,1832,87
615,907,324,5,4175,44
616,825,59,3,4934,41
617,410,105,1,214,55
618,268,332,3,2723,52
619,510,26,1,2575,21
620,413,20,-2,1289,16
621,518,10,5,1615,13
622,539,199,3,4386,56
623,117,296,4,2280,6
624,341,456,4,994,12
625,337,16,5,4952,42
626,695,321,1,750,89
627,167,401,3,2335,61
628,185,468,5,1199,96
629,484,118,5,1485,24
630,914,484,2,2802,64
631,133,456,1,3573,51
632,125,426,3,545,90
633,744,454,3,2102,15
634,238,261,2,4154,51
635,132,189,3,3087,75
636,484,110,3,3466,0
637,540,86,4,1569,48
638,975,40,2,4524,11
639,111,152,3,744,15
640,798,374,4,3484,25
641,921,273,3,3855,57
642,975,10,5,2972,3
643,570,365,2,450,52
644,38,366,2,2140,83
645,222,482,2,2806,64
646,821,308,2,960,83
647,472,323,1,3943,97
648,801,284,3,2850,21
649,248,420,4,383,91
650,589,337,1,4489,83
651,501,299,4,3153,91
652,284,435,3,3368,78
653,773,359,2,1000,48
654,709,20,2,3816,65
655,757,485,5,3766,49
656,5586,61,3,3818,79
657,553,480,4,3725,36
658,89,449,3,3303,4
659,334,247,5,4562,12
660,826,15,5,4642,54
661,741,164,-1,4685,47
662,498,147,2,3560,13
663,609,238,3,1034,37
664,358,444,5,2597,76
665,290,411,1,217,16
666,602,491,5,2215,61
667,165,243,4,1250,70
668,285,476,1,1967,10
669,472,282,5,3804,10
670,611,459,3,4564,47
671,194,403,3,2684,50
672,521,12,4,4780,20
673,112,476,4,903,12
674,707,332,1,664,35
675,289,10,5,3746,3
676,214,257,4,2005,67
677,45,393,4,295,43
678,351,162,2,1276,39
679,598,348,2,129,24
680,702,309,2,4591,25
681,157,369,4,4432,41
682,119,401,2,4441,87
683,137,205,5,2089,92
684,718,107,4,4196,50
685,146,26,3,1400,35
686,687,404,1,2597,84
687,24,485,5,3999,35
688,12,301,-4,2791,66
689,131,152,2,4463,29
690,612,152,1,397,63
691,488,398,1,361,53
692,278,274,1,4222,5
693,705,139,4,199,30
694,919,215,3,4537,90
695,102,262,5,2868,88
696,60,309,2,2118,79
697,295,479,5,4602,22
698,360,222,3,1016,46
699,963,27,4,4381,18
700,938,104,1,585,43
701,833,119,5,1957,96
702,687,93,4,3897,25
703,345,384,5,2459,0
704,73,217,2,4492,62
705,873,211,1,1528,76
706,946,105,5,1301,86
707,586,263,4,2660,34
708,898,403,4,4981,120
709,866,208,2,388,41
710,68,375,5,3566,25
711,5958,91,4,1742,48
712,688,84,1,2581,96
713,642,218,1,3536,95
714,585,325,2,4721,28
715,417,251,1,3793,5
716,686,358,5,818,58
717,772,471,5,2369,44
718,120,24,5,4234,66
719,249,16,1,2848,43
720,272,66,4,2212,62
721,340,214,2,3228,22
722,994,81,1,4628,8
723,470,11,1,474,33
724,792,111,2,4939,60
725,510,224,1,3764,75
726,230,87,2,3321,82
727,674,206,2,3678,47
728,117,147,3,1253,48
729,180,329,3,3872,39
730,6,398,4,2112,30
731,117,457,3,2939,66
732,109,155,1,4180,65
733,310,178,5,862,94
734,655,348,1,2833,61
735,622,48,2,4714,11
736,956,60,-1,2608,78
737,709,477,1,738,25
738,4,115,2,176,64
739,543,59,3,3167,21
740,782,139,2,126,33
741,826,52,2,4403,3
742,913,103,5,2569,57
743,454,181,2,378,62
744,542,391,1,3230,2
745,451,4,1,3226,41
746,341,261,5,4515,24
747,598,337,1,4408,91
748,699,459,5,3702,49
749,162,362,3,984,37
750,581,58,2,1971,7
751,210,146,3,2320,62
752,112,401,1,1423,4
753,724,402,1,4324,53
754,834,415,2,518,30
755,152,447,2,2566,84
756,42,250,1,1169,39
757,323,370,1,4689,55
758,241,56,5,3273,26
759,799,406,4,3071,74
760,485,161,1,223,88
761,612,379,2,477,74
762,430,320,4,3751,88
763,385,383,3,1775,35
764,901,268,1,732,42
765,137,204,5,1813,19
766,152,56,1,2357,67
767,12,38,4,373,61
768,517,92,5,574,69
769,606,108,2,1142,25
770,204,480,4,1169,22
771,505,459,-2,4140,48
772,200,35,5,2221,45
773,687,156,1,571,59
774,894,232,2,1176,95
775,943,378,-4,1707,29
776,152,94,1,844,41
777,132,215,3,1143,26
778,436,443,5,852,56
779,10,77,2,4394,11
780,617,290,5,4083,74
781,723,266,3,4743,19
782,633,92,1,3033,87
783,426,10,2,1227,42
784,62,431,1,1528,120
785,502,92,4,3789,17
786,21,221,2,2508,58
787,303,228,5,2703,63
788,323,258,2,2439,60
789,543,201,1,773,48
790,149,409,1,624,74
791,363,237,4,2821,76
792,290,15,2,128,11
793,472,30,3,615,2
794,156,432,3,1864,78
795,748,452,5,1802,83
796,710,129,2,3723,25
797,847,470,1,343,30
798,1000,451,2,908,43
799,445,59,2,4231,19
800,528,170,3,3111,18
801,734,28,1,3718,76
802,575,215,5,2168,79
803,587,383,5,3058,11
804,198,195,4,2701,56
805,615,87,5,3250,28
806,786,35,1,3885,62
807,314,321,2,2580,30
808,59,434,4,4516,52
809,464,383,5,2694,19
810,540,180,3,2127,9
811,977,490,5,129,45
812,185,192,3,1502,87
813,466,201,4,4069,31
814,786,39,2,2774,54
815,748,332,3,1471,37
816,594,236,4,1871,66
817,897,403,1,4139,91
818,386,424,5,2286,82
819,816,392,4,1894,13
820,326,3,2,1826,11
821,40,315,3,4099,19
822,816,210,3,4021,45
823,218,94,2,982,23
824,335,459,4,2227,53
825,97,188,3,4075,40
826,543,262,2,628,68
827,615,115,4,848,93
828,987,396,2,282,90
829,565,295,4,1505,40
830,495,402,5,4592,28
831,915,245,4,3475,18
832,803,237,4,861,65
833,968,481,3,3122,83
834,27,219,3,2244,56
835,213,443,3,4024,3
836,924,161,5,557,79
837,527,157,5,3556,34
838,339,228,4,2746,32
839,660,458,4,2230,26
840,258,83,5,3700,94
841,431,109,2,4582,65
842,462,141,3,3623,14
843,911,301,5,627,92
844,730,270,5,280,7
845,5806,326,3,188,59
846,697,314,5,2359,88
847,691,290,2,3572,98
848,382,217,1,1196,53
849,115,286,5,4046,15
850,812,358,4,1495,62
851,848,334,3,221,76
852,562,16,2,307,18
853,90,299,5,880,85
854,906,131,3,3066,33
855,106,301,2,1820,98
856,120,478,2,3300,62
857,165,407,3,2675,15
858,101,91,5,3185,42
859,11,457,5,4417,58
860,815,139,3,2768,53
861,833,431,4,2445,31
862,9,204,-3,4240,5
863,548,169,1,3538,5
864,497,102,5,4863,80
865,803,453,3,3125,0
866,520,152,4,741,54
867,581,485,2,2548,3
868,954,430,2,1617,49
869,43,335,2,3816,92
870,382,352,5,1665,62
871,296,171,2,580,36
872,660,63,2,1098,20
873,19,92,3,4358,99
874,196,443,4,4146,64
875,578,200,1,698,55
876,5368,320,3,3876,29
877,982,212,5,1055,61
878,197,220,2,4999,44
879,674,237,2,1742,30
880,19,24,4,4525,6
881,150,30,5,1910,19
882,379,319,4,4499,56
883,654,371,3,704,32
884,400,351,3,974,83
885,104,436,5,3892,88
886,30,323,1,3959,94
887,953,160,3,1821,18
888,5388,264,5,290,24
889,192,214,5,2397,80
890,219,413,3,128,48
891,688,244,1,4463,44
892,510,315,2,4755,21
893,822,46,4,4260,99
894,759,249,2,4480,21
895,803,224,1,3946,76
896,531,199,5,3132,72
897,711,326,3,1619,3
898,445,182,1,422,95
899,956,99,4,149,71
900,190,295,5,1080,12
901,43,402,1,4143,27
902,626,330,3,4370,95
903,125,131,5,4343,12
904,563,277,4,3278,21
905,718,482,4,188,35
906,571,216,2,367,65
907,584,299,4,862,59
908,668,480,3,3889,79
909,760,119,3,919,5
910,3,250,1,3594,10
911,468,175,1,3420,95
912,282,246,1,2701,79
913,14,321,-4,2840,95
914,717,437,5,4548,13
915,77,61,1,2693,21
916,191,227,3,140,14
917,426,114,4,1668,74
918,403,282,1,2669,30
919,963,39,3,1434,35
920,888,130,4,892,87
921,30,161,5,2443,15
922,466,175,4,1222,60
923,24,97,3,323,38
924,937,451,4,4179,60
925,800,74,2,1215,60
926,398,56,3,3530,93
927,623,41,2,1526,83
928,79,342,1,1847,18
929,750,228,3,326,2
930,680,391,3,2355,88
931,5701,16,5,1095,63
932,596,387,1,896,58
933,13,490,4,3808,58
934,60,99,2,3609,9
935,168,272,2,3848,76
936,481,315,3,1637,65
937,883,319,4,4821,61
938,308,183,3,3008,74
939,765,131,5,4834,38
940,743,460,5,948,58
941,850,284,5,387,91
942,599,420,2,137,92
943,979,384,3,2177,62
944,729,141,5,1784,67
945,887,9,1,1941,90
946,895,340,4,1216,17
947,573,381,1,1399,66
948,466,327,3,4329,64
949,730,390,1,3951,21
950,537,445,1,2944,54
951,842,54,3,4044,34
952,654,344,5,919,67
953,662,117,4,728,72
954,649,219,2,1200,2
955,276,77,5,805,58
956,140,47,4,1474,25
957,752,405,3,1140,77
958,250,314,4,2421,97
959,506,146,2,3182,60
960,548,111,3,277,36
961,372,19,1,1894,63
962,474,413,4,3482,91
963,255,285,4,1164,59
964,458,112,3,297,80
965,70,159,3,4585,72
966,120,79,1,3061,67
967,441,264,2,1990,47
968,361,454,1,2189,23
969,841,475,2,4688,31
970,264,204,3,1924,87
971,488,79,1,3442,88
972,561,66,4,4336,24
973,832,349,1,1054,84
974,489,46,2,1700,98
975,848,88,5,4390,53
976,377,185,3,4511,3
977,67,448,3,1503,76
978,591,57,5,4107,64
979,928,302,4,885,7
980,669,167,2,2631,7
981,77,168,4,2931,63
982,761,350,1,927,38
983,810,439,5,3537,52
984,797,248,2,2166,72
985,315,331,5,257,44
986,277,180,5,2455,79
987,810,302,5,2348,52
988,886,249,-3,246,87
989,139,89,3,690,100
990,573,375,3,332,15
991,939,259,-2,4379,79
992,126,471,2,1716,17
993,909,461,5,1919,10
994,633,231,4,351,39
995,690,193,1,816,17
996,893,180,2,3919,75
997,494,43,5,1577,54
998,427,44,3,539,30
999,978,40,5,3404,42
1000,148,463,3,4260,85
1001,838,155,4,4983,35
1002,235,109,1,3609,41
1003,742,462,3,4417,45
1004,777,232,2,2195,73
1005,5700,327,1,2662,59
1006,761,274,1,3654,2
1007,991,481,3,4869,30
1008,873,488,4,1929,44
1009,337,84,2,568,31
1010,838,296,1,2326,43
1011,950,230,3,4666,84
1012,527,100,2,1714,93
1013,494,262,1,3338,8
1014,580,411,1,2427,2
1015,590,7,5,3461,84
1016,804,284,1,1302,65
1017,337,375,3,2780,55
1018,938,43,3,1404,54
1019,567,400,5,4350,80
1020,856,304,2,4981,9
1021,225,401,1,3670,77
1022,663,494,3,2945,42
1023,728,50,5,2090,50
1024,678,109,2,4876,49
1025,480,118,1,1615,52
1026,517,454,3,1071,27
1027,819,298,1,2979,76
1028,703,218,4,2647,84
1029,814,202,3,3612,84
1030,919,242,1,3611,98
1031,536,195,1,826,21
1032,429,186,3,1444,17
1033,235,171,5,901,58
1034,911,131,4,3114,96
1035,801,246,4,3199,66
1036,628,153,4,1748,98
1037,975,304,2,1717,52
1038,829,74,3,900,49
1039,427,426,3,1661,39
1040,28,420,5,973,50
1041,563,443,4,2451,31
1042,354,33,4,3650,68
1043,123,330,2,349,49
1044,239,132,5,2424,90
1045,5912,139,5,2959,88
1046,824,92,5,2868,61
1047,143,129,5,4253,99
1048,403,2,2,2599,25
1049,598,151,3,3482,87
1050,838,326,2,2147,35
1051,598,205,1,2918,2
1052,975,479,2,1940,17
1053,458,303,4,3129,95
1054,624,13,5,554,85
1055,895,197,1,4119,63
1056,919,213,5,298,100
1057,529,440,1,1815,21
1058,517,149,2,1157,14
1059,277,498,1,2310,29
1060,418,268,3,907,18
1061,155,132,3,4069,30
1062,227,373,1,3705,42
1063,253,221,1,4953,21
1064,206,262,1,3837,68
1065,725,278,3,4002,93
1066,5777,212,5,1184,7
1067,830,284,5,2877,48
1068,484,188,1,908,6
1069,51,240,1,4940,59
1070,152,333,1,2588,70
1071,817,183,2,1695,23
1072,63,13,2,4360,81
1073,598,204,5,3429,14
1074,373,115,1,3843,18
1075,683,374,5,4634,50
1076,585,407,2,2521,32
1077,741,349,5,1830,11
1078,251,210,3,4629,80
