order_id,customer_id,order_date,status,region_code
90,329.0,2025-10-04 06:45:50,SHIPPED,WEST
91,178.0,23-11-2009,RETURNED,WEST
92,279.0,2024-08-04 10:54:24,CANCELLED,WEST
93,33.0,2025-10-21 09:11:09,DELIVERED,EAST
94,241.0,2026-02-24 21:57:19,CANCELLED,SOUTH
95,57.0,2025-09-21 23:40:53,RETURNED,SOUTH
96,476.0,2026-02-17 17:55:44,DELIVERED,SOUTH
97,136.0,2026-03-04 21:53:46,DELIVERED,NORTH
98,,2026-03-05 18:54:23,DELIVERED,SOUTH
99,351.0,2024-07-16 05:19:57,DELIVERED,SOUTH
100,468.0,2026-03-02 22:31:15,DELIVERED,EAST
101,40.0,2025-08-27 03:34:46,CANCELLED,NORTH
102,299.0,2025-12-09 05:43:24,CANCELLED,EAST
103,35.0,2024-07-23 08:28:04,PLACED,WEST
104,301.0,2024-12-12 04:57:52,SHIPPED,NORTH
105,143.0,2025-08-17 19:01:48,DELIVERED,NORTH
106,198.0,2025-08-01 08:46:28,SHIPPED,EAST
107,274.0,2024-12-16 17:17:51,RETURNED,NORTH
108,,2024-10-20 05:38:26,DELIVERED,WEST
109,434.0,2025-02-02 17:10:06,CANCELLED,EAST
110,313.0,2026-03-05 12:14:57,PLACED,WEST
111,207.0,2025-11-19 08:50:21,CANCELLED,WEST
112,159.0,2024-11-12 10:06:01,SHIPPED,SOUTH
113,106.0,2024-12-19 04:22:01,DELIVERED,EAST
114,23.0,2024-11-15 16:37:13,CANCELLED,SOUTH
115,201.0,2025-12-01 18:04:48,RETURNED,EAST
116,73.0,2024-11-29 02:59:31,RETURNED,SOUTH
117,431.0,2025-11-27 01:27:42,CANCELLED,SOUTH
118,,2026-03-18 14:21:03,RETURNED,SOUTH
119,131.0,2024-07-26 17:41:50,SHIPPED,EAST
120,284.0,2026-05-23 23:07:41,DELIVERED,WEST
121,134.0,2026-03-29 05:19:55,RETURNED,SOUTH
122,461.0,2025-05-09 22:43:19,CANCELLED,NORTH
123,258.0,2024-12-27 19:44:36,RETURNED,EAST
124,237.0,2026-03-05 12:29:04,CANCELLED,NORTH
125,437.0,2025-01-07 03:24:13,PLACED,EAST
126,358.0,16-03-1978,DELIVERED,SOUTH
127,465.0,2024-10-06 08:28:32,DELIVERED,NORTH
128,102.0,2025-07-05 23:13:59,CANCELLED,EAST
129,379.0,2026-06-26 02:20:42,CANCELLED,SOUTH
130,144.0,2025-07-13 13:09:01,SHIPPED,EAST
131,272.0,2025-08-12 20:30:20,CANCELLED,WEST
132,468.0,2025-03-27 14:39:47,CANCELLED,EAST
133,395.0,2025-05-02 08:08:24,DELIVERED,SOUTH
134,415.0,2026-03-21 22:43:44,PLACED,NORTH
135,317.0,2025-11-18 08:28:42,SHIPPED,WEST
136,352.0,13-11-2006,SHIPPED,EAST
137,498.0,10-03-1994,SHIPPED,NORTH
138,466.0,2025-08-16 21:36:06,CANCELLED,EAST
139,477.0,2025-01-21 18:20:25,CANCELLED,NORTH
140,84.0,2025-08-22 15:58:47,PLACED,NORTH
141,325.0,2026-05-11 08:06:12,DELIVERED,SOUTH
142,102.0,2025-04-28 15:21:17,SHIPPED,NORTH
143,197.0,28-09-1989,SHIPPED,EAST
144,128.0,2025-03-30 14:12:26,RETURNED,WEST
145,202.0,2025-10-24 23:30:09,RETURNED,EAST
146,208.0,2026-03-19 08:50:44,RETURNED,EAST
147,346.0,2026-05-30 12:16:21,SHIPPED,NORTH
148,301.0,2024-12-16 05:46:01,CANCELLED,EAST
149,218.0,2025-02-17 07:44:15,DELIVERED,EAST
150,260.0,2026-02-24 00:07:30,PLACED,NORTH
151,69.0,2026-03-26 21:59:35,PLACED,NORTH
152,51.0,2025-04-13 14:21:45,CANCELLED,NORTH
153,24.0,2025-02-13 05:29:16,RETURNED,EAST
154,,2025-08-23 07:38:44,CANCELLED,EAST
155,456.0,2025-10-04 17:19:05,CANCELLED,WEST
156,276.0,2024-11-19 20:56:58,PLACED,WEST
157,203.0,2025-11-10 08:04:49,PLACED,EAST
158,189.0,2025-04-14 21:22:09,SHIPPED,SOUTH
159,407.0,2024-09-05 11:34:52,DELIVERED,WEST
160,365.0,2025-12-29 16:17:57,CANCELLED,SOUTH
161,87.0,2026-06-09 20:10:56,CANCELLED,EAST
162,362.0,2024-09-29 21:22:38,SHIPPED,NORTH
163,373.0,2025-08-17 04:58:40,CANCELLED,SOUTH
164,460.0,2025-12-29 10:03:30,DELIVERED,NORTH
165,121.0,2025-04-27 04:06:20,DELIVERED,WEST
166,43.0,2024-11-05 22:20:49,SHIPPED,NORTH
167,120.0,2025-01-06 23:26:54,RETURNED,NORTH
168,271.0,2025-08-13 02:02:36,RETURNED,EAST
169,304.0,2025-01-24 07:20:31,PLACED,EAST
170,182.0,2026-02-09 14:08:02,PLACED,SOUTH
171,44.0,2025-07-20 21:20:39,SHIPPED,NORTH
172,,2025-10-28 23:02:07,PLACED,SOUTH
173,303.0,2024-12-07 06:21:14,SHIPPED,SOUTH
174,234.0,2025-03-15 00:47:49,DELIVERED,WEST
175,318.0,2024-12-31 11:48:34,RETURNED,SOUTH
176,361.0,2026-03-16 09:42:17,DELIVERED,SOUTH
177,413.0,2024-09-09 17:42:45,PLACED,SOUTH
178,326.0,2026-04-16 15:46:24,CANCELLED,EAST
179,318.0,2026-01-30 17:02:45,DELIVERED,EAST
180,170.0,2026-05-16 06:28:59,CANCELLED,NORTH
181,212.0,2024-10-20 16:02:55,RETURNED,EAST
182,184.0,17-07-1982,CANCELLED,WEST
183,403.0,2025-10-12 01:02:17,PLACED,NORTH
184,312.0,16-06-2004,PLACED,SOUTH
185,90.0,2026-05-07 12:50:22,SHIPPED,WEST
186,120.0,2026-04-15 06:58:32,PLACED,NORTH
187,271.0,2024-08-18 20:28:26,DELIVERED,EAST
188,81.0,2025-09-15 12:09:58,SHIPPED,SOUTH
189,55.0,27-08-2000,RETURNED,SOUTH
190,72.0,2024-11-21 18:16:28,PLACED,WEST
191,162.0,2024-11-05 07:17:40,SHIPPED,WEST
192,101.0,2025-04-21 09:26:53,CANCELLED,NORTH
193,244.0,2024-11-19 19:35:22,DELIVERED,SOUTH
194,,2024-08-30 06:21:11,RETURNED,NORTH
195,199.0,2026-01-08 11:23:19,PLACED,WEST
196,294.0,2025-08-11 15:36:14,RETURNED,SOUTH
197,304.0,2025-01-02 18:51:52,DELIVERED,SOUTH
198,294.0,2026-04-06 20:15:03,SHIPPED,NORTH
199,416.0,2026-05-01 01:29:20,SHIPPED,NORTH
200,450.0,24-05-2001,CANCELLED,WEST
201,352.0,2026-05-22 02:10:49,SHIPPED,EAST
202,351.0,2026-07-01 00:51:50,CANCELLED,NORTH
203,66.0,2024-11-22 05:12:25,DELIVERED,WEST
204,405.0,2025-12-09 12:19:39,SHIPPED,SOUTH
205,20.0,2025-11-07 14:18:47,CANCELLED,NORTH
206,354.0,2025-02-28 15:54:24,CANCELLED,NORTH
207,57.0,2025-04-07 23:23:56,PLACED,SOUTH
208,15.0,2026-01-03 15:11:07,PLACED,EAST
209,27.0,2024-09-11 11:53:02,SHIPPED,WEST
210,344.0,2026-03-29 09:49:26,PLACED,SOUTH
211,450.0,2025-06-04 09:49:50,SHIPPED,EAST
212,,2026-03-06 21:26:36,SHIPPED,SOUTH
213,428.0,2024-12-24 17:33:16,CANCELLED,EAST
214,100.0,2024-08-28 09:35:50,PLACED,SOUTH
215,465.0,2025-08-04 08:14:56,RETURNED,WEST
216,24.0,2026-07-04 00:23:19,RETURNED,EAST
217,87.0,2025-10-02 16:38:20,SHIPPED,SOUTH
218,336.0,2025-07-20 12:39:53,PLACED,WEST
219,404.0,15-06-2011,PLACED,NORTH
220,270.0,2026-02-08 20:30:31,CANCELLED,SOUTH
221,97.0,2024-12-09 22:25:38,RETURNED,SOUTH
222,414.0,2026-04-03 10:20:27,CANCELLED,NORTH
223,86.0,2025-07-16 23:14:35,RETURNED,WEST
224,62.0,2024-12-03 02:08:45,SHIPPED,NORTH
225,123.0,2026-04-28 12:45:54,RETURNED,SOUTH
226,54.0,2024-08-20 16:10:11,PLACED,EAST
227,273.0,2025-02-08 18:01:24,CANCELLED,NORTH
228,274.0,2026-02-11 04:26:51,CANCELLED,WEST
229,370.0,2024-09-12 17:37:03,RETURNED,EAST
230,236.0,2026-05-17 12:10:04,DELIVERED,EAST
231,352.0,2024-08-27 09:58:43,RETURNED,WEST
232,329.0,2025-08-19 16:58:43,PLACED,EAST
233,162.0,2024-09-19 20:20:00,RETURNED,NORTH
234,268.0,2025-01-25 08:18:54,DELIVERED,NORTH
235,143.0,2026-05-08 18:25:18,PLACED,SOUTH
236,,2025-06-03 20:25:26,CANCELLED,WEST
237,119.0,2025-04-18 16:13:53,PLACED,WEST
238,267.0,2025-04-01 02:04:38,RETURNED,WEST
239,13.0,2026-04-04 01:02:43,SHIPPED,WEST
240,233.0,2024-12-21 02:37:03,CANCELLED,NORTH
241,278.0,2025-01-30 20:06:38,PLACED,NORTH
242,197.0,2025-08-15 07:28:03,SHIPPED,SOUTH
243,181.0,2025-09-07 04:10:44,CANCELLED,WEST
244,114.0,2025-12-15 13:58:37,CANCELLED,WEST
245,77.0,2025-07-06 21:46:04,PLACED,EAST
246,198.0,16-07-2019,RETURNED,WEST
247,213.0,2025-09-02 08:14:26,SHIPPED,WEST
248,341.0,2025-12-18 15:39:02,CANCELLED,EAST
249,166.0,2025-06-28 01:58:22,RETURNED,SOUTH
250,159.0,2026-06-03 18:25:46,RETURNED,SOUTH
251,285.0,2024-08-27 06:26:50,SHIPPED,EAST
252,358.0,2024-09-20 07:22:45,CANCELLED,EAST
253,312.0,2026-03-14 13:09:53,PLACED,SOUTH
254,38.0,2025-01-15 03:46:33,RETURNED,SOUTH
255,397.0,19-08-2020,CANCELLED,NORTH
256,175.0,2026-02-02 20:58:54,DELIVERED,SOUTH
257,311.0,2024-11-12 07:25:49,RETURNED,WEST
258,312.0,2026-02-20 21:42:29,PLACED,EAST
259,90.0,2026-01-18 11:15:18,SHIPPED,SOUTH
260,89.0,2025-05-04 09:19:58,PLACED,WEST
261,186.0,2026-06-27 01:55:52,DELIVERED,EAST
262,326.0,2026-01-22 05:09:54,SHIPPED,SOUTH
263,216.0,2026-06-03 20:26:49,DELIVERED,SOUTH
264,77.0,2024-09-03 08:47:40,RETURNED,EAST
265,84.0,2026-04-12 16:49:13,SHIPPED,EAST
266,290.0,2025-01-11 09:54:03,DELIVERED,EAST
267,392.0,2025-02-06 01:36:38,DELIVERED,NORTH
268,427.0,2025-06-17 08:50:28,DELIVERED,NORTH
269,241.0,2025-08-12 10:45:31,CANCELLED,EAST
270,,2024-07-23 14:34:11,SHIPPED,NORTH
271,289.0,2025-11-15 12:49:01,CANCELLED,NORTH
272,386.0,2025-01-27 21:58:29,CANCELLED,SOUTH
273,355.0,2024-09-13 16:34:52,CANCELLED,NORTH
274,331.0,2025-08-16 23:02:25,CANCELLED,WEST
275,47.0,2025-03-12 07:08:34,PLACED,SOUTH
276,91.0,2024-10-19 15:15:28,CANCELLED,EAST
277,459.0,2026-01-08 10:04:52,SHIPPED,WEST
278,224.0,2025-05-09 15:34:31,DELIVERED,WEST
279,16.0,2026-03-14 23:47:00,CANCELLED,NORTH
280,370.0,2025-02-18 04:11:28,CANCELLED,EAST
281,398.0,2026-04-25 22:04:35,PLACED,WEST
282,39.0,2026-03-08 17:01:12,RETURNED,NORTH
283,31.0,2025-03-10 15:47:43,PLACED,EAST
284,482.0,2025-12-14 20:11:50,RETURNED,SOUTH
285,185.0,2024-10-09 14:38:13,SHIPPED,NORTH
286,298.0,2025-04-06 03:18:23,PLACED,EAST
287,408.0,2025-02-03 05:15:56,SHIPPED,SOUTH
288,479.0,2025-03-06 18:48:12,RETURNED,SOUTH
289,426.0,2025-12-05 14:51:30,PLACED,SOUTH
290,317.0,2025-05-17 05:34:43,PLACED,WEST
291,304.0,2024-11-25 08:29:41,DELIVERED,SOUTH
292,135.0,2026-03-20 05:20:02,DELIVERED,WEST
293,114.0,2024-11-02 15:37:15,RETURNED,NORTH
294,318.0,2024-12-01 23:34:44,PLACED,WEST
295,244.0,2026-04-06 22:03:26,RETURNED,SOUTH
296,139.0,2026-03-02 10:06:02,CANCELLED,EAST
297,391.0,2026-05-04 15:12:48,RETURNED,WEST
298,304.0,2025-03-13 00:27:27,RETURNED,WEST
299,307.0,2024-12-11 02:35:45,SHIPPED,EAST
300,55.0,2024-07-30 00:11:36,RETURNED,SOUTH
301,106.0,2025-11-22 18:32:37,DELIVERED,WEST
302,42.0,2026-05-02 03:26:18,CANCELLED,EAST
303,385.0,2026-03-11 21:58:15,SHIPPED,NORTH
304,453.0,2025-02-22 06:35:19,PLACED,NORTH
305,22.0,2026-05-04 23:57:17,SHIPPED,WEST
306,114.0,2026-04-18 10:54:28,RETURNED,WEST
307,457.0,2025-01-24 01:32:42,RETURNED,SOUTH
308,7.0,2026-07-02 11:15:00,PLACED,SOUTH
309,426.0,2025-08-01 18:27:47,RETURNED,EAST
310,355.0,2024-10-24 20:42:34,CANCELLED,NORTH
311,406.0,2025-03-20 12:14:05,PLACED,SOUTH
312,282.0,2025-12-19 07:49:36,DELIVERED,SOUTH
313,9.0,2026-01-09 15:03:18,SHIPPED,SOUTH
314,30.0,2024-09-19 19:53:25,CANCELLED,WEST
315,250.0,2025-12-07 01:28:06,DELIVERED,WEST
316,489.0,2025-05-03 19:31:57,CANCELLED,WEST
317,178.0,2026-03-28 07:49:50,CANCELLED,EAST
318,300.0,2025-02-11 14:34:11,DELIVERED,WEST
319,246.0,2025-08-14 00:03:40,RETURNED,EAST
320,380.0,26-10-2012,RETURNED,SOUTH
321,181.0,2024-08-28 22:02:08,DELIVERED,EAST
322,489.0,2024-11-25 11:05:33,CANCELLED,WEST
323,90.0,2025-04-21 13:21:56,RETURNED,EAST
324,406.0,27-03-2018,PLACED,EAST
325,353.0,2025-12-31 20:51:51,PLACED,WEST
326,87.0,2026-01-09 03:12:47,DELIVERED,EAST
327,88.0,24-01-1990,CANCELLED,WEST
328,320.0,2024-07-21 01:48:49,DELIVERED,NORTH
329,208.0,2024-10-17 09:25:44,DELIVERED,EAST
330,79.0,2025-09-05 17:13:48,CANCELLED,WEST
331,78.0,2025-08-10 06:00:16,PLACED,SOUTH
332,203.0,2025-08-24 08:06:13,SHIPPED,WEST
333,401.0,2025-01-06 23:32:17,SHIPPED,EAST
334,319.0,2025-07-01 22:44:47,PLACED,NORTH
335,64.0,2026-04-15 12:06:44,DELIVERED,EAST
336,217.0,2025-10-30 03:28:52,DELIVERED,WEST
337,432.0,2026-05-24 17:27:11,PLACED,EAST
338,74.0,2024-09-11 13:16:46,CANCELLED,EAST
339,465.0,2025-05-27 12:04:17,DELIVERED,EAST
340,65.0,2025-01-30 18:28:05,CANCELLED,WEST
341,485.0,2026-01-14 16:38:28,PLACED,EAST
342,,22-10-1972,SHIPPED,SOUTH
343,347.0,2025-10-23 16:48:51,CANCELLED,NORTH
344,72.0,2024-09-22 00:41:36,CANCELLED,WEST
345,322.0,2025-12-31 07:38:03,SHIPPED,EAST
346,328.0,2025-05-05 14:41:13,SHIPPED,NORTH
347,297.0,2025-10-21 19:00:17,CANCELLED,WEST
348,,2024-12-20 06:05:43,PLACED,EAST
349,482.0,2024-07-17 09:31:19,PLACED,WEST
350,481.0,2026-02-09 16:33:44,PLACED,SOUTH
351,389.0,2026-06-03 10:33:29,DELIVERED,WEST
352,31.0,2025-06-04 18:51:09,SHIPPED,WEST
353,388.0,2025-07-14 18:54:52,RETURNED,WEST
354,72.0,2025-05-28 07:26:53,PLACED,NORTH
355,416.0,2025-04-30 05:33:18,DELIVERED,SOUTH
356,130.0,2024-12-07 17:53:57,RETURNED,WEST
357,449.0,2024-11-18 09:45:29,DELIVERED,SOUTH
358,233.0,2025-05-20 07:47:09,PLACED,EAST
359,,2024-09-16 13:20:43,PLACED,NORTH
360,482.0,2025-09-20 19:13:18,DELIVERED,SOUTH
361,396.0,2024-10-18 14:02:41,RETURNED,SOUTH
362,374.0,2026-01-31 00:56:20,RETURNED,WEST
363,448.0,2024-10-25 21:56:19,RETURNED,WEST
364,249.0,2025-12-08 00:22:44,RETURNED,WEST
365,439.0,2026-03-23 19:42:53,RETURNED,SOUTH
366,291.0,2025-03-11 12:06:17,PLACED,NORTH
367,143.0,2024-08-31 21:10:03,PLACED,SOUTH
368,464.0,2026-01-19 14:25:05,PLACED,NORTH
369,85.0,2025-05-13 03:09:18,SHIPPED,SOUTH
370,325.0,2024-08-03 16:00:16,SHIPPED,NORTH
371,27.0,2026-01-26 15:32:24,SHIPPED,NORTH
372,423.0,2025-09-30 07:32:11,PLACED,SOUTH
373,58.0,24-09-2004,CANCELLED,SOUTH
374,65.0,2026-05-03 09:34:03,PLACED,EAST
375,,2026-03-02 20:10:04,PLACED,SOUTH
376,218.0,2026-01-29 03:51:05,DELIVERED,EAST
377,449.0,2024-11-03 06:45:43,CANCELLED,NORTH
378,460.0,2025-02-16 11:24:43,PLACED,WEST
379,112.0,2025-10-18 13:28:16,CANCELLED,SOUTH
380,172.0,2026-05-31 08:37:25,PLACED,NORTH
381,22.0,2025-04-12 07:09:36,DELIVERED,EAST
382,402.0,2025-08-13 10:54:51,DELIVERED,SOUTH
383,216.0,2024-08-07 03:09:43,RETURNED,NORTH
384,283.0,2026-03-23 11:41:27,CANCELLED,NORTH
385,41.0,2025-03-17 04:42:10,SHIPPED,SOUTH
386,452.0,2025-02-19 07:25:40,DELIVERED,NORTH
387,153.0,2025-07-12 13:18:20,RETURNED,NORTH
388,100.0,2026-02-17 20:17:54,RETURNED,EAST
389,295.0,09-06-2013,RETURNED,EAST
390,242.0,2025-11-28 18:19:05,SHIPPED,WEST
391,33.0,2026-05-29 11:54:20,DELIVERED,SOUTH
392,480.0,05-07-2026,DELIVERED,WEST
393,388.0,2025-12-09 22:56:01,CANCELLED,WEST
394,116.0,2025-06-19 02:27:39,RETURNED,NORTH
395,4.0,2024-08-25 04:34:28,RETURNED,SOUTH
396,74.0,2024-08-01 12:48:38,SHIPPED,WEST
397,232.0,2026-02-23 09:16:35,CANCELLED,EAST
398,185.0,2026-06-08 10:47:11,PLACED,NORTH
399,94.0,2026-04-06 21:59:36,SHIPPED,NORTH
400,5.0,2025-03-19 14:27:01,CANCELLED,NORTH
401,10.0,2025-05-09 03:23:53,CANCELLED,WEST
402,434.0,2025-11-04 13:13:43,CANCELLED,SOUTH
403,476.0,2026-03-16 01:51:13,DELIVERED,NORTH
404,77.0,2025-10-28 10:21:12,CANCELLED,WEST
405,351.0,2024-11-15 22:38:01,RETURNED,NORTH
406,53.0,2025-04-29 14:50:17,CANCELLED,EAST
407,401.0,2026-06-09 12:20:21,SHIPPED,NORTH
408,,2024-10-03 02:01:49,DELIVERED,EAST
409,486.0,2024-12-13 18:25:37,RETURNED,WEST
410,93.0,2024-07-29 02:43:50,SHIPPED,SOUTH
411,400.0,2024-07-14 23:38:08,SHIPPED,WEST
412,205.0,2025-01-27 09:58:34,RETURNED,WEST
413,182.0,2026-05-10 06:19:47,DELIVERED,EAST
414,265.0,2026-05-23 19:42:02,CANCELLED,EAST
415,59.0,2026-02-21 06:41:50,RETURNED,EAST
416,64.0,2026-02-13 05:50:00,SHIPPED,EAST
417,347.0,2024-10-01 16:19:31,PLACED,EAST
418,383.0,2025-04-15 02:14:07,PLACED,SOUTH
419,261.0,09-05-1986,CANCELLED,WEST
420,329.0,2024-11-03 16:34:16,PLACED,NORTH
421,432.0,2025-01-01 17:48:17,PLACED,WEST
422,226.0,2025-03-09 06:07:03,RETURNED,NORTH
423,14.0,2025-04-21 19:54:53,RETURNED,WEST
424,157.0,2026-04-15 15:56:32,DELIVERED,EAST
425,257.0,2026-05-02 02:27:03,PLACED,NORTH
426,361.0,2024-09-20 09:14:12,DELIVERED,WEST
427,182.0,2026-04-19 19:50:37,CANCELLED,EAST
428,204.0,2024-08-01 22:33:00,RETURNED,SOUTH
429,339.0,2025-10-26 18:21:52,DELIVERED,SOUTH
430,289.0,2025-07-25 03:16:31,RETURNED,NORTH
431,482.0,2024-10-12 05:13:48,RETURNED,EAST
432,232.0,2025-11-23 08:47:18,PLACED,SOUTH
433,6.0,2026-01-17 22:08:15,PLACED,NORTH
434,405.0,2025-11-14 23:07:32,SHIPPED,SOUTH
435,245.0,2026-03-20 04:21:12,RETURNED,SOUTH
436,492.0,2025-06-02 16:51:55,CANCELLED,EAST
437,,2024-09-19 17:23:52,RETURNED,SOUTH
438,,2024-10-25 16:17:37,DELIVERED,WEST
439,159.0,2024-07-29 12:21:06,PLACED,EAST
440,35.0,2024-07-18 06:45:04,SHIPPED,NORTH
441,453.0,2024-11-20 21:33:31,SHIPPED,SOUTH
442,,2025-11-15 10:39:26,PLACED,WEST
443,153.0,2026-06-26 15:31:19,CANCELLED,WEST
444,92.0,2026-05-26 23:03:33,CANCELLED,NORTH
445,284.0,2025-03-26 03:05:36,CANCELLED,SOUTH
446,426.0,2026-01-13 12:41:56,PLACED,EAST
447,407.0,2024-12-17 17:21:21,CANCELLED,EAST
448,282.0,2024-12-05 10:19:22,CANCELLED,WEST
449,408.0,2026-03-12 23:57:46,CANCELLED,NORTH
450,399.0,2025-11-16 15:05:50,SHIPPED,EAST
451,168.0,2025-07-17 06:11:43,SHIPPED,EAST
452,250.0,2026-02-15 01:09:56,PLACED,NORTH
453,,2025-10-06 07:49:00,PLACED,EAST
454,314.0,2024-12-16 00:03:49,RETURNED,EAST
455,257.0,2024-12-18 20:42:06,SHIPPED,WEST
456,2.0,2024-08-02 14:30:42,CANCELLED,WEST
457,16.0,2026-04-21 18:39:11,RETURNED,NORTH
458,451.0,2024-08-20 00:58:53,DELIVERED,EAST
459,393.0,2025-05-13 01:12:15,SHIPPED,WEST
460,368.0,2025-02-20 10:04:08,DELIVERED,SOUTH
461,407.0,2024-12-28 05:57:46,RETURNED,NORTH
462,411.0,2025-08-27 16:11:06,CANCELLED,EAST
463,,12-04-2000,PLACED,SOUTH
464,231.0,2025-05-24 20:39:10,SHIPPED,WEST
465,460.0,2026-04-26 14:41:54,PLACED,NORTH
466,442.0,2026-05-23 10:23:23,CANCELLED,EAST
467,328.0,2024-08-09 06:09:10,PLACED,NORTH
468,300.0,2025-04-30 07:50:49,RETURNED,SOUTH
469,349.0,2026-02-27 05:21:57,SHIPPED,SOUTH
470,388.0,2025-09-23 01:52:07,RETURNED,WEST
471,162.0,2024-10-23 05:23:26,DELIVERED,EAST
472,199.0,2025-02-27 11:51:15,CANCELLED,WEST
