product_id,product_name,category,subcategory,cost_price
358,current,Clothing,can,489
359,thank,Electronics,most,601
360,available,Electronics,television,2450
361,human,Electronics,sign,209
362,hot,Clothing,want,1843
363,deal,Home,result,2381
364,blue,Home,cause,3290
365,pay,Electronics,war,2877
366,here,Home,ten,3207
367,receive,Clothing,become,2545
368,father,Home,business,780
369,manager,Home,buy,4114
370,early,Home,summer,977
371,hope,Electronics,trade,663
372,class,Home,rock,4840
373,federal,Clothing,yes,4740
374,but,Books,nearly,3745
375,language,Electronics,situation,716
376,citizen,Books,relate,2601
377,area,Home,watch,1039
378,this,Books,water,3422
379,seem,Home,perhaps,985
380,room,Clothing,allow,2442
381,memory,Home,week,4439
382,head,Home,beautiful,3363
383,while,Electronics,sit,4958
384,bar,Clothing,painting,3891
385,style,Clothing,spend,4451
386,both,Clothing,politics,2112
387,sister,Home,memory,1726
388,arrive,Books,least,1552
389,next,Books,mission,4913
390,director,Clothing,than,4679
391,wide,Books,accept,3079
392,loss,Books,mean,4004
393,garden,Books,board,1285
394,technology,Home,after,4511
395,nearly,Electronics,book,2747
396,choose,Clothing,choose,1035
397,six,Home,buy,569
398,indicate,Electronics,form,2164
399,you,Clothing,mouth,2602
400,officer,Electronics,himself,2357
401,firm,Electronics,that,2700
402,some,Home,plan,3951
403,range,Books,him,1521
404,receive,Electronics,produce,351
405,why,Books,argue,1730
406,cost,Clothing,over,1270
407,physical,Home,campaign,4399
408,let,Clothing,marriage,2308
409,oil,Electronics,candidate,2945
410,total,Home,hope,517
411,probably,Books,experience,3993
412,look,Books,describe,292
413,set,Home,finally,1331
414,finish,Books,nor,1488
415,with,Electronics,often,3483
416,power,Clothing,amount,3476
417,fact,Electronics,accept,765
418,cover,Electronics,effect,3303
419,all,Home,star,3907
420,month,Clothing,light,2841
421,off,Electronics,me,4035
422,defense,Clothing,into,4219
423,program,Electronics,traditional,2625
424,attorney,Electronics,start,3285
425,senior,Books,play,3500
426,yard,Home,out,135
427,factor,Books,interesting,4223
428,music,Electronics,painting,1641
429,whose,Books,best,1793
430,road,Electronics,use,4447
431,at,Clothing,speak,1448
432,start,Home,large,3894
433,pass,Electronics,itself,3849
434,citizen,Clothing,necessary,711
435,voice,Home,full,117
436,worker,Home,than,414
437,read,Electronics,dark,1627
438,best,Home,morning,1922
439,response,Home,say,651
440,visit,Books,enter,1925
441,machine,Home,eye,2393
442,away,Books,include,3320
443,require,Electronics,her,4824
444,glass,Clothing,end,2538
445,item,Home,catch,1808
446,behavior,Electronics,lose,1974
447,term,Home,may,4166
448,area,Home,language,851
449,environment,Clothing,fire,866
450,clear,Electronics,mind,684
451,purpose,Books,base,4087
452,back,Clothing,machine,2944
453,toward,Clothing,especially,723
454,him,Home,suggest,4538
455,smile,Home,either,2182
456,study,Clothing,hard,4574
457,maybe,Home,skin,3848
458,article,Clothing,try,4888
459,when,Electronics,special,1295
460,almost,Home,young,2442
461,particularly,Electronics,success,2731
462,head,Books,may,2174
463,hair,Electronics,within,3563
464,account,Clothing,spring,1280
465,society,Books,enough,1321
466,marriage,Books,effect,1670
467,catch,Books,land,1827
468,off,Electronics,author,3438
469,black,Home,full,774
470,old,Home,central,3913
471,particular,Electronics,buy,2552
472,support,Electronics,model,1629
473,remain,Electronics,which,3512
474,include,Books,you,3628
475,   ADDRESS   ,Electronics,see,4853
476,lose,Electronics,customer,3567
477,direction,Clothing,wind,1990
478,network,Electronics,very,1737
479,church,Home,when,2493
480,American,Home,subject,941
481,party,Clothing,section,123
482,reduce,Home,lead,1922
483,somebody,Books,series,4735
484,better,Clothing,score,4102
485,seven,Home,stage,2466
486,   THREE   ,Clothing,better,1142
487,meet,Books,minute,854
488,something,Home,dinner,4846
489,board,Electronics,activity,1618
490,successful,Electronics,choice,1794
491,young,Books,usually,1602
492,although,Home,sure,3136
493,exist,Home,cause,2229
494,such,Books,buy,2863
495,act,Books,number,3739
496,rise,Clothing,bill,2121
497,woman,Clothing,news,2772
498,continue,Electronics,defense,1255
499,theory,Home,gun,3724
500,friend,Home,reflect,4505
