product_id,product_name,category,subcategory,cost_price
344,Message,Electronics,yourself,4156
345,Factor,Electronics,avoid,4486
346,Wish,Electronics,program,853
347,Thought,Home,service,4783
348,Take,Clothing,child,4773
349,Good,Clothing,method,4617
350,Station,Clothing,wind,1961
351,Unit,Clothing,owner,858
352,Defense,Clothing,none,1776
353,Pass,Clothing,dark,4018
354,Fall,Electronics,church,130
355,Site,Books,everybody,4193
356,Whole,Clothing,what,377
357,Fund,Clothing,necessary,2458
358,Current,Clothing,can,489
359,Thank,Electronics,most,601
360,Available,Electronics,television,2450
361,Human,Electronics,sign,209
362,Hot,Clothing,want,1843
363,Deal,Home,result,2381
364,Blue,Home,cause,3290
365,Pay,Electronics,war,2877
366,Here,Home,ten,3207
367,Receive,Clothing,become,2545
368,Father,Home,business,780
369,Manager,Home,buy,4114
370,Early,Home,summer,977
371,Hope,Electronics,trade,663
372,Class,Home,rock,4840
373,Federal,Clothing,yes,4740
374,But,Books,nearly,3745
375,Language,Electronics,situation,716
376,Citizen,Books,relate,2601
377,Area,Home,watch,1039
378,This,Books,water,3422
379,Seem,Home,perhaps,985
380,Room,Clothing,allow,2442
381,Memory,Home,week,4439
382,Head,Home,beautiful,3363
383,While,Electronics,sit,4958
384,Bar,Clothing,painting,3891
385,Style,Clothing,spend,4451
386,Both,Clothing,politics,2112
387,Sister,Home,memory,1726
388,Arrive,Books,least,1552
389,Next,Books,mission,4913
390,Director,Clothing,than,4679
391,Wide,Books,accept,3079
392,Loss,Books,mean,4004
393,Garden,Books,board,1285
394,Technology,Home,after,4511
395,Nearly,Electronics,book,2747
396,Choose,Clothing,choose,1035
397,Six,Home,buy,569
398,Indicate,Electronics,form,2164
399,You,Clothing,mouth,2602
400,Officer,Electronics,himself,2357
401,Firm,Electronics,that,2700
402,Some,Home,plan,3951
403,Range,Books,him,1521
404,Receive,Electronics,produce,351
405,Why,Books,argue,1730
406,Cost,Clothing,over,1270
407,Physical,Home,campaign,4399
408,Let,Clothing,marriage,2308
409,Oil,Electronics,candidate,2945
410,Total,Home,hope,517
411,Probably,Books,experience,3993
412,Look,Books,describe,292
413,Set,Home,finally,1331
414,Finish,Books,nor,1488
415,With,Electronics,often,3483
416,Power,Clothing,amount,3476
417,Fact,Electronics,accept,765
418,Cover,Electronics,effect,3303
419,All,Home,star,3907
420,Month,Clothing,light,2841
421,Off,Electronics,me,4035
422,Defense,Clothing,into,4219
423,Program,Electronics,traditional,2625
424,Attorney,Electronics,start,3285
425,Senior,Books,play,3500
426,Yard,Home,out,135
427,Factor,Books,interesting,4223
428,Music,Electronics,painting,1641
429,Whose,Books,best,1793
430,Road,Electronics,use,4447
431,At,Clothing,speak,1448
432,Start,Home,large,3894
433,Pass,Electronics,itself,3849
434,Citizen,Clothing,necessary,711
435,Voice,Home,full,117
436,Worker,Home,than,414
437,Read,Electronics,dark,1627
438,Best,Home,morning,1922
439,Response,Home,say,651
440,Visit,Books,enter,1925
441,Machine,Home,eye,2393
442,Away,Books,include,3320
443,Require,Electronics,her,4824
444,Glass,Clothing,end,2538
445,Item,Home,catch,1808
446,Behavior,Electronics,lose,1974
447,Term,Home,may,4166
448,Area,Home,language,851
449,Environment,Clothing,fire,866
450,Clear,Electronics,mind,684
451,Purpose,Books,base,4087
452,Back,Clothing,machine,2944
453,Toward,Clothing,especially,723
454,Him,Home,suggest,4538
455,Smile,Home,either,2182
456,Study,Clothing,hard,4574
457,Maybe,Home,skin,3848
458,Article,Clothing,try,4888
459,When,Electronics,special,1295
460,Almost,Home,young,2442
461,Particularly,Electronics,success,2731
462,Head,Books,may,2174
463,Hair,Electronics,within,3563
464,Account,Clothing,spring,1280
465,Society,Books,enough,1321
466,Marriage,Books,effect,1670
467,Catch,Books,land,1827
468,Off,Electronics,author,3438
469,Black,Home,full,774
470,Old,Home,central,3913
471,Particular,Electronics,buy,2552
472,Support,Electronics,model,1629
473,Remain,Electronics,which,3512
474,Include,Books,you,3628
475,Address,Electronics,see,4853
476,Lose,Electronics,customer,3567
477,Direction,Clothing,wind,1990
478,Network,Electronics,very,1737
479,Church,Home,when,2493
480,American,Home,subject,941
481,Party,Clothing,section,123
482,Reduce,Home,lead,1922
483,Somebody,Books,series,4735
484,Better,Clothing,score,4102
485,Seven,Home,stage,2466
486,Three,Clothing,better,1142
487,Meet,Books,minute,854
488,Something,Home,dinner,4846
489,Board,Electronics,activity,1618
490,Successful,Electronics,choice,1794
491,Young,Books,usually,1602
492,Although,Home,sure,3136
493,Exist,Home,cause,2229
494,Such,Books,buy,2863
495,Act,Books,number,3739
496,Rise,Clothing,bill,2121
497,Woman,Clothing,news,2772
498,Continue,Electronics,defense,1255
499,Theory,Home,gun,3724
500,Friend,Home,reflect,4505
